Grain ID,Spectrum Counts,EDS Normalised,Porosity,Roughness,Area µm²
853,9706,Fe 72.04%;  O 27.27%;  Al 0.69%;  C 0%;,0,1.17,92744.97
854,8143,Fe 40.95%;  O 37.65%;  Al 11.98%;  Si 9.41%;  C 0%;,0,1.17,1636.13
856,9639,Fe 72.45%;  O 27.55%;  C 0%;,0,1.1,22144.19
858,9623,Fe 69.82%;  O 27.34%;  Al 2.25%;  Si 0.59%;  C 0%;,0.1,1.1,34750.15
860,9574,Fe 71.71%;  O 28.29%;  C 0%;,0.74,1.21,29228.22
862,9256,Fe 72.62%;  O 26.71%;  Al 0.67%;  C 0%;,0,1.07,2088.01
892,7402,Fe 78.74%;  O 18.81%;  Al 2.45%;  C 0%;,0.94,1.4,27290.19
893,8464,Fe 69.49%;  O 27.84%;  Al 2.67%;  C 0%;,1.34,1.23,10007.64
929,7135,Fe 70.37%;  O 24.6%;  Al 3.29%;  Si 1.54%;  Ti 0.2%;  C 0%;,2.6,1.44,63884.88
930,8456,Fe 70.03%;  O 26.33%;  Al 2.95%;  Si 0.68%;  C 0%;,0,1.23,227.89
931,7968,Fe 68.93%;  O 26.7%;  Al 3.96%;  Si 0.41%;  C 0%;,0,1.06,344.76
932,7669,Fe 71.22%;  O 25.37%;  Al 2.84%;  Si 0.57%;  C 0%;,0,1,66.22
933,9202,Fe 65.93%;  O 30.33%;  Al 2.81%;  Si 0.94%;  C 0%;,0,1.22,190.88
934,8537,Fe 70.45%;  O 25.57%;  Al 3.02%;  Si 0.97%;  C 0%;,11.68,1.16,471.36
935,7235,Fe 70.43%;  O 23.7%;  Al 3.97%;  Ti 1.18%;  Si 0.72%;  C 0%;,0,1.1,231.78
936,8558,Fe 69.32%;  O 25.48%;  Al 3.15%;  Ti 1.1%;  Si 0.96%;  C 0%;,0,1.02,188.93
937,7465,Fe 68.88%;  O 26.79%;  Al 3.19%;  Si 1.15%;  C 0%;,0,1.07,138.29
938,7740,Fe 71.74%;  O 24.94%;  Al 2.46%;  Si 0.86%;  C 0%;,0,1.04,111.02
939,7772,Fe 68.07%;  O 27.46%;  Al 2.21%;  Ti 1.46%;  Si 0.79%;  C 0%;,0,1.23,128.55
940,7080,Fe 70.88%;  O 25.53%;  Al 2.38%;  Si 1.19%;  Ti 0.03%;  C 0%;,0,1.38,64.28
941,8274,Fe 69.71%;  O 25.74%;  Al 3.22%;  Si 0.8%;  Cl 0.54%;  C 0%;,0,1.3,216.2
942,7649,Fe 65.78%;  O 27.65%;  Al 4.55%;  Si 2.02%;  C 0%;,0,1.4,23.37
944,8983,Fe 67.25%;  O 28.89%;  Al 3.81%;  Si 0.05%;  C 0%;,1.21,2.11,76477.2
945,3726,Fe 95.68%;  Si 1.52%;  Y 1.52%;  O 1.28%;,1.72,2.65,1003.1
947,9498,Fe 65.57%;  O 30.11%;  Al 3.68%;  Si 0.64%;  C 0%;,0.27,1.81,6497.76
948,7670,O 40.48%;  Fe 33.17%;  Al 14.37%;  Si 11.98%;  C 0%;,0,2.08,1532.89
950,9462,Fe 73.41%;  O 26.59%;  C 0%;,0,1.06,2625.59
952,8855,Fe 59.2%;  O 35.9%;  Si 3.34%;  Al 1.56%;  C 0%;,0.72,2.34,5295.98
953,9704,Fe 73.83%;  O 25.62%;  Al 0.56%;  C 0%;,0,1.23,7582.66
954,9622,Fe 73.98%;  O 25.45%;  Si 0.57%;  C 0%;,0,1.44,10475.1
955,10498,O 48.18%;  Si 40.51%;  Sr 11.31%;  C 0%;,0,1.1,301.9
956,10628,Si 49.59%;  O 48.76%;  Fe 1.65%;  C 0%;,0,1.25,599.91
957,8154,Fe 46.26%;  O 39.95%;  Al 6.89%;  Si 6.89%;  C 0%;,0,1.07,46.75
959,9254,Fe 64.64%;  O 30.47%;  Al 2.63%;  Ti 1.19%;  Si 1.08%;  C 0%;,2.24,1.36,10802.33
961,9732,Fe 70.41%;  O 28.16%;  Al 1.43%;  C 0%;,0.54,1.54,53842.18
962,6325,Fe 76.28%;  O 22.83%;  Al 0.9%;  C 0%;,0,1.77,876.5
963,6345,Fe 87.01%;  O 12.99%;  C 0%;,0,1.05,163.61
964,6524,O 49.92%;  Fe 34.4%;  Al 7.08%;  Na 3.04%;  Cl 2.87%;  S 1.85%;  Si 0.84%;  C 0%;,0,1.06,149.98
966,9706,Fe 71.96%;  O 28.04%;  C 0%;,0,1.07,23916.66
968,8391,Fe 39.27%;  O 37.95%;  Al 12.21%;  Si 9.57%;  Ti 0.99%;  C 0%;,2.23,1.56,17884.42
969,8920,Fe 59.85%;  O 32.27%;  Al 5.01%;  Si 2.88%;  C 0%;,0,1.06,175.3
970,8827,Fe 57.44%;  O 33.1%;  Al 5.42%;  Si 4.04%;  C 0%;,0,1.05,79.86
972,9692,Fe 73%;  O 26.11%;  Al 0.89%;  C 0%;,1.78,1.24,13575.95
974,8847,Fe 68.49%;  O 27.3%;  Al 3.62%;  Si 0.58%;  C 0%;,0.45,1.14,7814.45
1041,9649,Fe 65.75%;  O 28.56%;  Ti 4.74%;  Al 0.95%;  C 0%;,0,1.12,34173.61
1042,9687,Fe 73.01%;  O 25.92%;  Al 1.07%;  C 0%;,0,1.09,3276.15
1043,9722,Fe 72.84%;  O 26.26%;  Al 0.9%;  C 0%;,0,1.08,6869.78
1085,9444,Fe 73.84%;  O 25.61%;  Al 0.55%;  C 0%;,0,1.09,163.61
1089,9611,Fe 68.71%;  O 29.37%;  Al 1.02%;  Si 0.91%;  C 0%;,1.46,1.25,51672.36
1090,8464,Fe 74.88%;  O 21.66%;  Al 2.85%;  Si 0.62%;  C 0%;,0.82,1.18,2125.02
1093,8454,Fe 49.26%;  O 36.06%;  Al 9.22%;  Si 5.46%;  C 0%;,6,2.37,7210.64
1094,5205,Fe 47.58%;  O 26.69%;  Al 13.73%;  Si 11.99%;  C 0%;,4.05,3.15,4818.78
1095,6982,Fe 37.13%;  O 33.53%;  Al 15.09%;  Si 11.98%;  Eu 2.28%;  C 0%;,1.03,1.28,1682.87
1096,8960,Ti 37.59%;  O 30.83%;  Fe 30.83%;  Al 0.74%;  C 0%;,0,1.06,658.35
1108,9259,Fe 67.89%;  O 27.3%;  Al 3.44%;  Si 0.78%;  Na 0.59%;  C 0%;,0.08,1.13,38538.56
1110,9426,Fe 74.31%;  O 25.69%;  C 0%;,0,1.09,37412.75
1112,9870,Fe 72.21%;  O 27.12%;  Al 0.67%;  C 0%;,0,1.13,8122.2
1113,9821,Fe 72.59%;  O 26.77%;  Al 0.63%;  C 0%;,0.91,1.37,9773.91
1114,6845,O 44.6%;  Al 24.32%;  Si 21.73%;  Fe 9.35%;  C 0%;,0,1.1,660.29
1116,9310,Ti 37.37%;  O 32.57%;  Fe 29.36%;  Al 0.7%;  C 0%;,0,1.08,6117.94
1118,9331,Fe 39.65%;  O 28.04%;  Al 13.36%;  Zn 13.36%;  Na 4.82%;  Ti 0.77%;  C 0%;,0,1.35,7093.77
1119,7447,Fe 55.3%;  O 28.22%;  Al 10.34%;  Si 6.13%;,6.26,1.69,1897.13
1120,9172,Fe 57.62%;  O 31.79%;  Al 5.41%;  Si 2.98%;  Ti 1.21%;  Sr 0.99%;  C 0%;,0,1.36,19575.08
1121,7676,O 38.47%;  Fe 33.65%;  Al 15.18%;  Si 11.18%;  Sr 1.53%;  C 0%;,0,1.2,559.01
1122,6554,O 40.21%;  Fe 23.99%;  Al 19.3%;  Si 16.49%;  C 0%;,0,1.17,728.47
1123,10069,Fe 68.83%;  O 28.41%;  Al 1.98%;  Si 0.77%;  C 0%;,21.98,1.63,553.17
1124,9768,Fe 72.71%;  O 26.43%;  Al 0.86%;  C 0%;,0,1.34,12200.83
1125,8317,O 44.83%;  Fe 19.24%;  Al 18.91%;  Si 16.24%;  Pd 0.78%;,5.15,1.27,537.58
1127,9821,Fe 72.14%;  O 27.22%;  Al 0.64%;  C 0%;,0.55,1.18,17372.15
1129,6261,Fe 68.25%;  O 24.87%;  Al 4.76%;  Si 2.12%;  C 0%;,1.85,2.22,10373.82
1130,9140,Ti 41.15%;  O 35.11%;  Fe 23.75%;  C 0%;,0,1.06,3243.04
1131,6772,Fe 44.46%;  O 35.65%;  Al 10.94%;  Si 8.95%;  C 0%;,19.42,2.43,3546.89
1132,6375,Fe 64.2%;  O 27.83%;  Al 5.36%;  Si 2.61%;  C 0%;,1.09,1.27,4059.15
1134,8795,Fe 53.75%;  O 37.5%;  Al 6.93%;  Si 1.82%;  C 0%;,23.37,1.93,1488.1
1135,9832,Fe 71.23%;  O 28.12%;  Al 0.65%;  C 0%;,0.82,1.29,12716.98
1136,9608,Fe 71.48%;  O 27.54%;  Al 0.98%;  C 0%;,0,1.1,9117.51
1138,7701,Fe 46.55%;  O 37.03%;  Al 9.63%;  Si 6.8%;  C 0%;,2.68,1.61,21840.33
1140,9826,Fe 70.05%;  O 28.09%;  Al 0.77%;  Cr 0.66%;  Na 0.44%;  C 0%;,0,1.15,28419.9
1141,8568,Fe 52.77%;  O 34.71%;  Al 7.08%;  Si 5.43%;  C 0%;,4.4,1.35,1525.1
1142,6870,Fe 60.05%;  O 26.42%;  Al 7.99%;  Si 5.54%;  C 0%;,0,1.07,23.37
1144,7869,O 41.29%;  Fe 32.94%;  Al 13.53%;  Si 12.24%;  C 0%;,5.64,2.86,13176.66
1145,8296,O 51.86%;  Al 24.19%;  Si 21.08%;  Fe 2.87%;  C 0%;,0,1.07,200.62
1146,8865,Fe 63.06%;  O 30.44%;  Al 3.42%;  Si 3.08%;  C 0%;,0,1.04,52.59
1147,8520,Fe 61.02%;  O 29.76%;  Al 5.23%;  Si 3.99%;  C 0%;,0,1.08,17.53
1148,9436,Fe 66.94%;  O 29.6%;  Al 1.97%;  Si 1.5%;,0,1.09,163.61
1149,9254,Fe 55.62%;  O 33.49%;  Al 5.45%;  Si 4.4%;  Ti 1.04%;  C 0%;,0,1.06,29.22
1150,8088,Fe 66.38%;  O 28.04%;  Al 3.35%;  Si 2.23%;  C 0%;,0,1.13,179.19
1151,9250,Fe 53.74%;  O 35.94%;  Al 5.78%;  Si 4.54%;  C 0%;,0,1.1,223.99
1153,9665,Fe 73.26%;  O 26.74%;  C 0%;,0,1.12,38628.16
1197,7896,O 39.68%;  Ti 34.83%;  Fe 22.09%;  Al 2.55%;  Si 0.85%;  C 0%;,2.05,1.24,1678.98
1198,9391,Ti 38.83%;  O 30.47%;  Fe 29.32%;  Al 0.8%;  Mg 0.57%;  C 0%;,1.8,1.29,6994.44
1200,9898,Fe 72.35%;  O 26.72%;  Al 0.93%;  C 0%;,0.85,1.29,29146.42
1201,9467,Fe 73.78%;  O 25.03%;  Al 1.19%;  C 0%;,0,1.08,16682.64
1203,9494,Ti 33.3%;  Fe 32.81%;  O 29.75%;  Mn 3.55%;  Al 0.59%;  C 0%;,1.84,1.33,9951.15
1204,8107,Fe 61.17%;  O 29.74%;  Al 5.39%;  Si 3.7%;  C 0%;,0,1.16,183.09
1205,7905,Fe 58.8%;  O 29.79%;  Al 6.42%;  Si 4.98%;  C 0%;,6.29,3.18,8965.58
1206,8014,Fe 61.53%;  O 29.72%;  Al 5.55%;  Si 3.21%;  C 0%;,0,1.15,77.91
1207,7980,Fe 58.5%;  O 32%;  Al 5.86%;  Si 3.63%;  C 0%;,14.37,2.37,2218.51
1208,8076,Fe 61.68%;  O 30.39%;  Al 5.14%;  Si 2.79%;  C 0%;,0,1.07,23.37
1209,8290,Fe 60.44%;  O 31.37%;  Al 4.73%;  Si 2.54%;  Ti 0.92%;  C 0%;,0,1.17,155.82
1210,8075,Fe 62.24%;  O 30.65%;  Al 4.66%;  Si 2.45%;  C 0%;,0,1.09,70.12
1211,9393,O 37.24%;  Ti 35.07%;  Fe 27.21%;  V 0.48%;  C 0%;,0,1.04,122.71
1212,7795,Fe 76.3%;  O 19.75%;  Al 1.6%;  Si 1.23%;  Sb 1.11%;  C 0%;,0,1.06,114.92
1218,9679,Fe 72.58%;  O 26.85%;  Al 0.57%;  C 0%;,0,1.09,21178.09
1222,7880,O 38.62%;  Fe 36.62%;  Al 13.97%;  Si 9.86%;  Sr 0.94%;  C 0%;,3.54,1.33,636.92
1223,9178,Fe 69.51%;  O 28.19%;  Al 2.3%;  C 0%;,0,1.11,10317.33
1224,8998,Ti 40.02%;  O 35.03%;  Fe 22.35%;  Mn 2.6%;  C 0%;,0,1.54,12140.44
1225,9178,O 38.46%;  Ti 31.27%;  Fe 28.07%;  Al 1.6%;  Si 0.6%;  C 0%;,4.47,3.33,6501.65
1226,9166,Ti 42.18%;  O 36.43%;  Fe 21.39%;  C 0%;,0,1.06,40.9
1227,9061,Fe 35.75%;  Ti 34.38%;  O 29.86%;  C 0%;,0,1.06,29.22
1228,9239,O 40.97%;  Fe 34.6%;  Ti 21.66%;  Al 2.16%;  Si 0.62%;  C 0%;,5.7,2.98,19627.67
1229,9143,O 39.36%;  Fe 31.3%;  Ti 26.14%;  Al 2.38%;  Si 0.83%;  C 0%;,0,1.06,44.8
1230,9166,Ti 51.4%;  O 39.66%;  Fe 8.19%;  V 0.75%;  C 0%;,0,1.08,17.53
1232,9178,Ti 36.18%;  Fe 30.59%;  O 29.12%;  Mn 4.12%;  C 0%;,1.42,1.39,16047.67
1235,6652,O 46.08%;  Si 20.95%;  Al 20.41%;  Fe 10.95%;  Ti 1.62%;  C 0%;,13.57,1.57,769.37
1236,9110,Ti 35.88%;  Fe 33.76%;  O 30.35%;  C 0%;,0,1.16,2797
1238,9506,Fe 71.58%;  O 27.53%;  Al 0.88%;  C 0%;,0,1.09,49975.86
1242,9266,Ti 37.26%;  Fe 33.2%;  O 29.04%;  Al 0.5%;  C 0%;,0,1.1,5253.13
1259,9947,Fe 63.06%;  O 31.87%;  Ti 2.78%;  Al 1.68%;  Na 0.6%;  C 0%;,0,1.1,17376.05
1261,7268,O 40.22%;  Fe 29.61%;  Al 16.24%;  Si 12.6%;  Ti 1.33%;  C 0%;,0,1.3,301.9
1262,9724,Fe 72.3%;  O 27.56%;  Ti 0.1%;  Al 0.04%;  C 0%;,0.5,1.21,26740.92
1264,9357,Fe 68.32%;  O 28.6%;  Al 3.07%;  C 0%;,0.36,1.11,4879.16
1266,8729,Fe 62.4%;  O 28.68%;  Ti 8.02%;  Al 0.9%;  C 0%;,0.91,1.16,25455.39
1268,9579,Fe 72.5%;  O 26.89%;  Al 0.6%;  C 0%;,0.16,1.11,18155.16
1269,6512,O 44.26%;  Al 23.11%;  Si 20.66%;  Fe 11.97%;  C 0%;,0,1.09,759.63
1271,9783,Fe 72.63%;  O 26.68%;  Al 0.68%;  C 0%;,0.27,1.21,77554.32
1273,9775,Fe 74.25%;  O 25.06%;  Al 0.69%;  C 0%;,0.02,1.09,97643.61
1275,9601,Fe 72.12%;  O 27.2%;  Al 0.68%;  C 0%;,0.19,1.18,9265.54
1277,9486,Fe 68.5%;  O 27.9%;  Al 2.75%;  Ti 0.84%;  C 0%;,0.23,1.12,17997.39
1279,8809,Fe 65.76%;  O 29.72%;  Al 3.28%;  Si 1.24%;  C 0%;,9.29,2.04,8877.93
1317,8550,Fe 70.29%;  O 28%;  Al 1.7%;  C 0%;,0.32,1.14,11065.28
1319,9073,Fe 63.25%;  O 30.6%;  Al 4.21%;  Si 1.93%;  C 0%;,0,1.19,235.68
1320,8820,Fe 55.5%;  O 32.18%;  Al 7.54%;  Si 4.78%;  C 0%;,1.13,1.98,2428.87
1321,8380,Fe 56.29%;  O 33.22%;  Al 6.62%;  Si 3.86%;  C 0%;,0,1.19,128.55
1322,8235,Fe 62%;  O 31.39%;  Al 4.6%;  Si 2.02%;  C 0%;,0,1.07,64.28
1324,9424,Fe 72.09%;  O 26.84%;  Al 1.07%;  C 0%;,0.35,1.16,42718.47
1361,8200,O 41.92%;  Al 18.32%;  Fe 16.89%;  Si 15.57%;  K 7.31%;  C 0%;,6.78,1.57,2060.74
1362,9052,Fe 67.82%;  O 29.94%;  Al 1.23%;  Si 1.01%;  C 0%;,1.57,1.39,14785.51
1363,7021,O 40.05%;  Fe 30.38%;  Al 15.53%;  Si 13.49%;  Cl 0.54%;  C 0%;,4.04,1.53,1482.25
1364,8251,Fe 73.49%;  O 23.55%;  Al 2.39%;  Si 0.57%;  C 0%;,0,1.15,3133.96
1374,7984,Fe 52.29%;  O 33.67%;  Al 8.38%;  Si 5.66%;  C 0%;,13.19,5.04,25021.04
1375,8901,Fe 65.09%;  O 29.74%;  Al 2.8%;  Si 2.37%;  C 0%;,8.72,2.21,9964.79
1376,8601,O 40.96%;  Fe 39.17%;  Al 10.04%;  Si 7.7%;  Eu 2.12%;  C 0%;,14.92,3.4,3708.55
1377,7088,Fe 66.58%;  O 27.13%;  Al 3.28%;  Si 3.01%;  C 0%;,0,1.04,266.84
1378,8755,Fe 65.13%;  O 30.15%;  Al 2.76%;  Si 1.96%;  C 0%;,0,1.22,85.7
1379,8444,Fe 55.3%;  O 34.1%;  Al 6.27%;  Si 4.34%;  C 0%;,0,1.5,17.53
1380,8645,Fe 60.68%;  O 30.4%;  Al 4.65%;  Si 4.27%;  C 0%;,0,1.5,17.53
1381,8063,Fe 63.22%;  O 31.73%;  Al 3.17%;  Si 1.88%;  C 0%;,0,1.05,142.19
1382,8925,Fe 62.03%;  O 32.13%;  Al 3.62%;  Si 2.22%;  C 0%;,0.96,2.11,1803.63
1383,8748,Fe 60.65%;  O 31.94%;  Al 4.91%;  Si 2.5%;  C 0%;,2.91,1.94,28636.1
1384,8263,Fe 53.61%;  O 34.08%;  Al 6.92%;  Si 3.66%;  Ti 1.73%;  C 0%;,0,1.02,66.22
1385,8224,Fe 53.82%;  O 35.01%;  Al 7.41%;  Si 3.76%;  C 0%;,0,1.03,132.45
1386,8782,Fe 61.11%;  O 32.18%;  Al 4.77%;  Si 1.95%;  C 0%;,0,0,1.95
1387,8460,Fe 59.77%;  O 33.56%;  Al 4.41%;  Si 2.26%;  C 0%;,0,1.3,40.9
1388,9133,Fe 57.28%;  O 32.95%;  Al 5.82%;  Si 3.96%;  C 0%;,3.56,1.7,13385.07
1389,8628,Fe 59.16%;  O 33.25%;  Al 5.3%;  Si 2.3%;  C 0%;,0,1.24,58.43
1390,8782,Fe 61.11%;  O 32.18%;  Al 4.77%;  Si 1.95%;  C 0%;,0,0,1.95
1391,8934,Fe 57.46%;  O 34.08%;  Al 5.9%;  Si 2.56%;  C 0%;,0,1.01,85.7
1392,9090,Fe 58.21%;  O 33.52%;  Al 4.96%;  Si 2.65%;  Ca 0.66%;  C 0%;,8.84,1.99,17037.14
1393,8782,Fe 61.11%;  O 32.18%;  Al 4.77%;  Si 1.95%;  C 0%;,0,0,1.95
1394,8782,Fe 61.11%;  O 32.18%;  Al 4.77%;  Si 1.95%;  C 0%;,0,0,1.95
1395,8883,Fe 58.78%;  O 33.73%;  Al 5.57%;  Si 1.93%;  C 0%;,0,1.23,120.76
1396,8498,Fe 43.29%;  O 36.75%;  Al 12.18%;  Si 7.78%;  C 0%;,0,1.05,163.61
1397,8263,Fe 43.47%;  O 37.46%;  Al 11.35%;  Si 7.72%;  C 0%;,0,1.5,17.53
1398,7217,Fe 83.66%;  O 14.55%;  Al 1.78%;,30.65,1.16,991.41
1399,8953,Fe 51.21%;  O 36.01%;  Al 7.71%;  Si 5.07%;  C 0%;,3.3,1.14,514.21
1400,8952,Fe 59.56%;  O 32.33%;  Al 5.41%;  Si 2.7%;  C 0%;,0,1.5,17.53
1401,8546,Fe 50%;  O 35.9%;  Al 8.68%;  Si 5.42%;  C 0%;,0,1.1,430.46
1402,8321,Fe 61.64%;  O 30.88%;  Al 4.87%;  Si 2.61%;  C 0%;,0,1.1,97.39
1403,8535,Fe 63.97%;  O 30.74%;  Al 3.88%;  Si 1.4%;  C 0%;,0,1.17,426.56
1404,8633,Fe 60.39%;  O 31.32%;  Al 5.17%;  Si 3.12%;  C 0%;,0,1,128.55
1405,8267,Fe 61.14%;  O 29.77%;  Al 5.91%;  Si 3.18%;  C 0%;,0,1,35.06
1406,8911,Fe 59.38%;  O 32.76%;  Al 5.6%;  Si 2.26%;  C 0%;,0,1.15,128.55
1407,8314,Fe 56.5%;  O 33.48%;  Al 6.93%;  Si 3.09%;  C 0%;,0,1.4,23.37
1408,8224,Fe 55.85%;  O 32.45%;  Al 8.06%;  Si 3.64%;  C 0%;,0,1.4,23.37
1410,9231,Ti 35.39%;  O 31.89%;  Fe 30.32%;  Mn 2.41%;  C 0%;,0,1.13,20948.26
1411,7824,Ti 58.15%;  O 35.84%;  Fe 5.55%;  Al 0.46%;  C 0%;,0,0,1.95
1412,7824,Ti 58.15%;  O 35.84%;  Fe 5.55%;  Al 0.46%;  C 0%;,0,0,1.95
1413,7824,Ti 58.15%;  O 35.84%;  Fe 5.55%;  Al 0.46%;  C 0%;,0,0,1.95
1414,7824,Ti 58.15%;  O 35.84%;  Fe 5.55%;  Al 0.46%;  C 0%;,0,0,1.95
1415,7824,Ti 58.15%;  O 35.84%;  Fe 5.55%;  Al 0.46%;  C 0%;,0,0,1.95
1416,7824,Ti 58.15%;  O 35.84%;  Fe 5.55%;  Al 0.46%;  C 0%;,0,0,1.95
1417,7960,Ti 58.07%;  O 32.88%;  Fe 8.89%;  Al 0.15%;  C 0%;,4.87,1.4,1636.13
1418,8400,Ti 42.79%;  O 36.04%;  Fe 20.69%;  Mn 0.48%;  C 0%;,0,1.5,17.53
1420,9453,Fe 73%;  O 26.99%;  Al 0.02%;  C 0%;,0,1.06,2150.34
1422,9023,Fe 69.1%;  O 27.67%;  Al 2.84%;  Si 0.4%;  C 0%;,0.34,1.41,12411.18
1424,9409,Fe 62.51%;  O 29.81%;  Al 5.12%;  Si 2.56%;  C 0%;,3.64,1.76,19690
1426,9196,Fe 68.91%;  O 29.23%;  Al 1.86%;  C 0%;,4.17,2.1,14281.04
1427,9663,Fe 64.33%;  O 29.56%;  Al 3.74%;  Si 2.36%;  C 0%;,0,1.33,2173.71
1428,9642,Fe 69.09%;  O 29.58%;  Al 1.32%;  C 0%;,5.08,2.72,64878.24
1429,8744,O 40.9%;  Fe 38.54%;  Al 11.46%;  Si 9.1%;  C 0%;,1.36,1.23,1268
1430,7914,O 43.95%;  Si 25.31%;  Al 14.81%;  K 10.25%;  Fe 5.68%;  C 0%;,4.77,1.63,1517.31
1431,9128,Fe 63.48%;  O 31.04%;  Al 3.11%;  Si 2.36%;  C 0%;,17.46,2.38,2592.48
1432,7989,Fe 77.22%;  O 19.11%;  Al 2.33%;  Si 1.33%;  C 0%;,0,1.07,23.37
1433,9430,Fe 69.66%;  O 29.04%;  Al 1.3%;  C 0%;,0,1.15,257.11
1434,6402,O 41.97%;  Si 20.91%;  Al 19.81%;  Fe 17.31%;  C 0%;,0,1.47,358.39
1436,9502,Fe 67.18%;  O 29.98%;  Al 2.84%;  C 0%;,0,1.12,7535.92
1438,9206,Fe 67.23%;  O 29.98%;  Al 2.24%;  Na 0.56%;  C 0%;,0.68,1.23,8011.17
1480,9842,Fe 72.04%;  O 27.19%;  Al 0.77%;  C 0%;,0,1.07,705.09
1578,8468,Fe 73.02%;  O 24.5%;  Al 2.41%;  Bi 0.05%;  Si 0.02%;  C 0%;,1.89,1.1,20270.43
1580,8929,Fe 62.14%;  O 30.85%;  Al 4.79%;  Si 2.23%;  C 0%;,3.99,1.5,23566.06
1581,8861,Fe 54.32%;  O 33.15%;  Al 7.54%;  Si 4.8%;  Sr 0.2%;  C 0%;,1.03,1.53,5638.79
1582,7245,O 37.05%;  Fe 36.68%;  Al 15.38%;  Si 10.9%;  C 0%;,0,1.24,707.04
1584,9685,Fe 71.13%;  O 27.76%;  Al 1.11%;  C 0%;,0,1.13,83089.88
1586,9683,Fe 75.39%;  O 24.19%;  Al 0.42%;  C 0%;,0,1.07,8788.33
1588,9680,Fe 72.05%;  O 26.96%;  Al 0.99%;  C 0%;,0,1.06,19386.15
1590,9670,Fe 71.04%;  O 26.87%;  Al 1.47%;  Si 0.61%;  C 0%;,1.45,2.2,5278.45
1591,8481,Fe 72.73%;  O 25.53%;  Al 1.74%;  C 0%;,6.04,2.02,1334.22
1592,9067,Fe 73.12%;  O 25.49%;  Al 1.39%;  C 0%;,0,1.06,29.22
1593,9284,Fe 71.16%;  O 27.67%;  Al 1.17%;  C 0%;,0,1.08,17.53
1633,9283,Fe 67.68%;  O 28.45%;  Al 2.42%;  Mg 0.73%;  Si 0.73%;  C 0%;,1.75,1.7,26197.49
1702,9228,Ti 36.73%;  O 31.07%;  Fe 29.01%;  Mn 2.47%;  Mg 0.72%;  C 0%;,0,1.07,6602.94
1714,7151,Fe 72.85%;  O 23.29%;  Al 3.13%;  Si 0.74%;  C 0%;,12.48,2.19,4070.84
1715,8847,Fe 69.45%;  O 27.75%;  Al 2.07%;  Si 0.73%;  C 0%;,2.88,1.43,79470.92
1716,8929,Fe 67.25%;  O 29.23%;  Al 2.64%;  Si 0.88%;  C 0%;,0,1,25.32
1717,7331,Fe 69.05%;  O 27.06%;  Al 3.16%;  Si 0.73%;  C 0%;,0,1,27.27
1718,8231,Fe 69.71%;  O 27.16%;  Al 2.7%;  Si 0.44%;  C 0%;,0,1.5,17.53
1719,7586,Fe 72.25%;  O 23.63%;  Al 3.13%;  Si 1%;  C 0%;,0,1.28,668.08
1720,7435,Fe 73.88%;  O 23.26%;  Al 2.86%;  C 0%;,0,1.19,233.73
1721,8088,Fe 69.54%;  O 27.3%;  Al 2.52%;  Si 0.65%;  C 0%;,0,1.23,62.33
1722,7227,Fe 73.99%;  O 22.29%;  Al 3.05%;  Si 0.67%;  C 0%;,1.96,1.18,292.17
1723,6347,Fe 77.34%;  O 18.49%;  Al 3.39%;  Si 0.78%;  C 0%;,0,0,1.95
1724,8195,Fe 73.88%;  O 23.26%;  Al 2.86%;  C 0%;,0,1.17,11.69
1725,8203,Fe 70.27%;  O 26.49%;  Al 2.57%;  Si 0.67%;  C 0%;,0,1.01,60.38
1726,7897,Fe 69.13%;  O 27.06%;  Al 3.26%;  Si 0.55%;  C 0%;,0,1,37.01
1727,8091,Fe 72.45%;  O 24.27%;  Al 2.64%;  Na 0.65%;  C 0%;,0,1.4,23.37
1728,7557,Fe 71.01%;  O 25.66%;  Al 2.94%;  Si 0.39%;  C 0%;,0,1.03,70.12
1730,9275,Fe 68.26%;  O 26.62%;  Al 4.36%;  Si 0.76%;  C 0%;,0.04,1.08,45679.08
1732,8253,Fe 67.57%;  O 25.56%;  Al 4.57%;  Si 2.3%;  C 0%;,3.82,1.93,56282.73
1733,7386,Fe 64.14%;  O 30.61%;  Al 3.5%;  Si 1.75%;  C 0%;,20,1.04,553.17
1734,5983,Fe 80.94%;  O 13.37%;  Al 4.39%;  Si 1.3%;  C 0%;,0,1.16,64.28
1736,9827,Fe 74.51%;  O 25.4%;  Al 0.09%;  C 0%;,0,1.07,23345.96
1737,7936,O 46.17%;  Al 23.75%;  Si 21.37%;  Fe 8.71%;  C 0%;,0,1.53,578.49
1739,9572,Fe 72.69%;  O 26.92%;  Al 0.25%;  Na 0.14%;  C 0%;,0,1.06,17713.01
1741,9062,Fe 74.61%;  O 24.18%;  Al 1.2%;  C 0%;,0,1.07,5693.33
1743,9658,Fe 74.01%;  O 25.99%;  C 0%;,0.88,1.1,94320.72
1745,9370,Fe 70.2%;  O 27.56%;  Al 2.24%;  C 0%;,0,1.12,4649.32
1747,9462,Fe 71.35%;  O 27.34%;  Ti 1.31%;  C 0%;,0.48,1.32,89745.41
1749,9770,Fe 74.14%;  O 25.86%;  C 0%;,0,1.09,12066.43
1847,9545,Fe 70.11%;  O 28.39%;  Al 1.51%;  C 0%;,1.35,1.36,18503.81
1848,9748,Fe 71.06%;  O 26.9%;  Ti 1.36%;  Al 0.68%;  C 0%;,0,1.1,32114.82
