Grain ID,Spectrum Counts,EDS Normalised,Porosity,Roughness,Area µm²
36542,10457,O 49.08%;  Si 48.68%;  Fe 2.24%;  C 0%;,0,1.06,14345.97
36544,9034,Ti 35.56%;  Fe 34.71%;  O 27.09%;  Mn 2.12%;  Al 0.53%;  C 0%;,0,1.06,4023.66
36546,9446,Fe 71.36%;  O 27.07%;  Ti 1.57%;  C 0%;,0,1.2,1572.07
36548,9580,Fe 66.44%;  O 30.01%;  Ti 3.55%;  C 0%;,0,1.19,8677.53
36614,9450,Fe 72.52%;  O 27.48%;  C 0%;,0,1.05,3022.94
36615,9169,Ti 46.25%;  O 38.64%;  Fe 14.49%;  Al 0.62%;  C 0%;,0,1.05,4511.9
36616,8976,Fe 33.75%;  O 33.63%;  Ti 32.62%;  C 0%;,0.41,1.12,13431.82
36628,8633,Ti 36.81%;  O 31.27%;  Fe 30.18%;  Mn 1.74%;  C 0%;,2.58,1.23,7718.36
36630,9130,Ti 34.57%;  Fe 32.37%;  O 31.17%;  Mn 1.9%;  C 0%;,0,1.12,10277.3
36631,8970,Fe 34.83%;  Ti 33.95%;  O 31.22%;  C 0%;,0.09,1.2,56795.22
36633,9184,Fe 37.02%;  Ti 31.15%;  O 28.96%;  Mn 2.87%;  C 0%;,0,1.07,2953.68
36647,9018,Ti 41.76%;  O 32.78%;  Fe 25.46%;  C 0%;,0.35,1.13,47712.55
36649,8958,O 36.8%;  Ti 33.51%;  Fe 29.69%;  C 0%;,0,1.23,13532.23
36651,7962,Ti 57.22%;  O 40.87%;  Fe 1.91%;  C 0%;,0,1.11,761.79
36652,9243,Ti 36.23%;  Fe 32.19%;  O 28.26%;  Mn 2.69%;  V 0.62%;  C 0%;,0,1.42,8822.96
36669,8677,Ti 39.59%;  O 35.27%;  Fe 22.68%;  Mn 2.15%;  Al 0.3%;  C 0%;,0.28,1.07,14768.42
36671,8451,Fe 66.18%;  O 29.74%;  Al 2.61%;  Ti 1.42%;  Si 0.04%;  C 0%;,2.81,1.73,68492.22
36673,8036,Ti 51.57%;  O 33.21%;  Fe 13.53%;  Mn 1.26%;  Al 0.44%;  V 0%;  C 0%;,21.85,2.04,21531.07
36674,8577,Ti 42.94%;  O 36.58%;  Fe 19.63%;  V 0.56%;  Nb 0.29%;  C 0%;,1.63,1.12,1253.5
36675,8388,Ti 41.28%;  O 34.82%;  Fe 21.44%;  Mn 2.35%;  V 0.11%;  C 0%;,0,1.5,31.16
36676,8481,Ti 40.65%;  O 34.04%;  Fe 22.8%;  Mn 2.14%;  V 0.38%;  C 0%;,0,1.35,55.4
36677,8497,Ti 39.57%;  O 34.54%;  Fe 23.5%;  Mn 2.4%;  C 0%;,0,1,58.87
36678,8464,Ti 38.5%;  O 34.79%;  Fe 26.72%;  C 0%;,0,1,76.18
36679,8777,Ti 40.41%;  O 35.63%;  Fe 21.51%;  Mn 2.22%;  V 0.22%;  C 0%;,0,1.52,1703.65
36680,7738,Ti 42.86%;  O 30.49%;  Fe 23.88%;  Mn 2.77%;  C 0%;,0,1,110.81
36681,8446,Ti 40.13%;  O 34.77%;  Fe 21.74%;  Mn 3.36%;  C 0%;,0,1.07,183.52
36682,8646,Ti 48.81%;  O 37.66%;  Fe 11.36%;  Mn 1.62%;  Al 0.54%;  C 0%;,0,1.32,38.09
36683,9110,Ti 43.65%;  O 37.23%;  Fe 18.49%;  V 0.63%;  C 0%;,2.23,1.87,4096.37
36684,8189,Ti 44.88%;  O 30.93%;  Fe 22.5%;  Mn 1.42%;  Al 0.26%;  C 0%;,0,1.11,564.42
36685,8937,Ti 41.07%;  O 35.92%;  Fe 19.61%;  Mn 3.4%;  C 0%;,0,1.22,138.51
36686,8832,Ti 40.51%;  O 35.13%;  Fe 22.23%;  Mn 2.12%;  C 0%;,0,1.09,574.81
36687,8684,Ti 39.98%;  O 33.27%;  Fe 24.26%;  Mn 2.49%;  C 0%;,15.66,1.13,578.27
36688,8273,Ti 42.27%;  O 29.03%;  Fe 25.36%;  Mn 3.34%;  C 0%;,0,1.5,31.16
36690,9607,Fe 71.86%;  O 28.13%;  Mg 0.01%;  C 0%;,0.1,1.11,121319.18
36692,7469,Ti 46.54%;  O 41.55%;  Fe 7.42%;  Mn 4.47%;  V 0.02%;  C 0%;,74.56,1.31,11139.51
36693,8853,Ti 36.68%;  O 34.33%;  Fe 27.17%;  Mn 1.82%;  C 0%;,0,1.11,12365.3
36694,9100,Fe 36.06%;  O 31.96%;  Ti 29.53%;  Mn 1.98%;  Na 0.47%;  C 0%;,0.25,1.32,13878.5
36695,9013,Ti 38.58%;  O 37.19%;  Fe 24.23%;  C 0%;,0,1.06,249.31
36696,9105,O 35.9%;  Ti 34.44%;  Fe 29.66%;  C 0%;,0,1.05,702.93
36697,8972,Ti 40.82%;  O 35.16%;  Fe 24.02%;  C 0%;,2.28,1.13,5187.13
36699,9277,Fe 75.18%;  O 24.82%;  C 0%;,0,1.09,72896.77
36701,9227,Ti 33.18%;  Fe 32.5%;  O 31.7%;  Mn 2.62%;  C 0%;,0,1.07,9460.1
36703,9350,Ti 36.27%;  Fe 32.72%;  O 30.54%;  Bi 0.47%;  C 0%;,0,1.09,9944.88
36705,9334,Ti 36.31%;  O 32.7%;  Fe 29.2%;  Mn 1.79%;  C 0%;,0.25,1.1,113462.31
36707,9104,Fe 66.4%;  O 26.66%;  Ti 6.01%;  Na 0.93%;  C 0%;,0,1.07,31036.19
36709,9633,Fe 63.2%;  O 28.94%;  Ti 7.87%;  C 0%;,0.08,1.13,27223.75
36711,9467,Ti 35.81%;  O 33.21%;  Fe 29.11%;  Mn 1.88%;  C 0%;,0,1.07,16596.72
36713,9069,O 38.8%;  Ti 35.12%;  Fe 24.82%;  V 0.87%;  Mn 0.38%;  C 0%;,1.04,1.09,60008.6
36715,9399,Fe 33.49%;  Ti 33.42%;  O 29.45%;  Mn 3.65%;  C 0%;,0,1.09,10769
36717,9400,Fe 72.04%;  O 27.64%;  Al 0.32%;  C 0%;,0,1.07,26884.41
36719,7768,Fe 48.83%;  O 36.21%;  Al 8.11%;  Si 6.84%;  C 0%;,40.53,1.36,29426.03
36720,9029,Ti 36.43%;  O 32.44%;  Fe 29.66%;  Mn 1.48%;  C 0%;,0.83,1.08,19377.27
36722,9167,Fe 35.97%;  Ti 33.56%;  O 30.47%;  C 0%;,4.41,1.11,159495.45
36723,5787,Fe 54.46%;  O 28.77%;  Ti 13.39%;  Al 1.88%;  Si 1.49%;  C 0%;,19.66,1.06,5914.29
36724,6699,O 45.41%;  Fe 37.27%;  Ti 13.42%;  Si 2.06%;  Al 1.83%;  C 0%;,0,1,83.1
36725,7314,O 47.18%;  Fe 30.17%;  Ti 21.09%;  Al 0.84%;  Si 0.73%;  C 0%;,0,1.2,931.47
36727,9282,Fe 49.7%;  O 33.1%;  Ti 15.26%;  Mn 1.93%;  C 0%;,0,1.07,5322.17
36729,9593,Ti 36.88%;  O 30.94%;  Fe 30.27%;  Mn 1.91%;  C 0%;,0,1.09,28366.44
36731,9314,Ti 35.54%;  Fe 33.02%;  O 31.44%;  C 0%;,0,1.05,17465.86
36733,7228,O 46.4%;  Al 18.72%;  Fe 18.72%;  Si 16.16%;  C 0%;,0,1.11,1288.12
36734,7917,O 44.16%;  Fe 29.25%;  Al 15.03%;  Si 11.56%;  C 0%;,2.72,4.41,13868.12
36735,9749,Fe 71.6%;  O 28.4%;  C 0%;,0,1.51,37462.96
36736,5166,O 35.37%;  Si 24.17%;  Al 22.9%;  Fe 17.56%;  C 0%;,2.93,1.75,1952.96
36737,8910,Ti 42.17%;  O 34.04%;  Fe 21.54%;  Mn 2.24%;  C 0%;,0,1.13,15187.41
36738,9017,O 34.22%;  Ti 33.81%;  Fe 31.98%;  C 0%;,0.48,1.28,20838.53
36739,9841,Fe 70.63%;  O 27.89%;  Ti 1.47%;  C 0%;,0,1.55,13895.82
36740,9745,Fe 72.74%;  O 27.26%;  C 0%;,0,1.13,9806.37
36741,9288,Ti 61.28%;  O 38.72%;  C 0%;,0,1.09,668.3
36742,4862,O 41.21%;  Al 20.12%;  Si 18.36%;  Fe 16.99%;  As 2.34%;  Cl 0.98%;  C 0%;,0,1.32,882.99
36743,9669,Fe 70.39%;  O 28.97%;  Ti 0.64%;  C 0%;,0,1.28,3791.66
36744,9356,Fe 66.77%;  O 28.59%;  Ti 4.11%;  Al 0.53%;  C 0%;,0,1.08,6707.25
36745,9712,Fe 74.29%;  O 25.71%;  C 0%;,0,1.29,14110.51
36747,9656,Fe 35.94%;  Ti 31.89%;  O 29.23%;  Mn 2.94%;  C 0%;,0,1.07,2507
36749,9333,Ti 35.35%;  O 33.33%;  Fe 29.6%;  Mn 1.72%;  C 0%;,0.14,1.09,21600.33
36751,9458,Fe 35.92%;  Ti 34.33%;  O 29.76%;  C 0%;,0,1.04,3964.79
36753,7450,Fe 52.6%;  O 31.96%;  Al 8.12%;  Si 5.46%;  Ti 1.86%;  C 0%;,0.31,3.24,3850.52
36754,9312,Ti 39.52%;  O 35.54%;  Fe 24.94%;  C 0%;,0,1.18,18272.67
36755,9526,Ti 35.19%;  Fe 33.54%;  O 29.31%;  Mn 1.96%;  C 0%;,0,1.14,10616.64
36757,9326,Ti 52.84%;  O 41%;  Fe 6.16%;,3,3.3,5069.39
36758,9540,Fe 50.17%;  O 29.13%;  Ti 19.35%;  Mn 1.35%;  C 0%;,4.63,2.13,7701.05
36759,9373,Ti 38.37%;  O 34.51%;  Fe 23.26%;  Mn 3.86%;  C 0%;,0,1.05,65.79
36760,8846,Ti 34.76%;  O 33.33%;  Fe 29.82%;  Mn 2.08%;  C 0%;,0,1.08,31.16
36761,8594,Fe 36.06%;  O 32.59%;  Ti 28.78%;  Mn 2.58%;  C 0%;,0,1.18,155.82
36762,9709,Ti 46.46%;  O 41.45%;  Fe 12.09%;  C 0%;,0,1.59,578.27
36763,8831,Ti 44.07%;  O 38.6%;  Fe 16.01%;  Mn 1.32%;  C 0%;,0,1.05,72.72
36765,9438,Fe 68.26%;  O 31.26%;  Al 0.48%;  C 0%;,0,1.19,626.75
36767,9345,Ti 36%;  Fe 34.74%;  O 29.26%;  C 0%;,0,1.06,3573.51
36769,9545,Fe 64.16%;  O 29.02%;  Ti 6.82%;  C 0%;,0,1.26,432.84
36771,7888,Fe 51.13%;  O 33.85%;  Al 9.06%;  Si 5.96%;  C 0%;,0,2.09,2025.68
36772,9254,Ti 35.98%;  O 32.22%;  Fe 27.72%;  Mn 4.08%;  C 0%;,0,1.09,5457.22
36774,9369,Fe 35.89%;  Ti 34.58%;  O 28.61%;  Na 0.91%;  C 0%;,0,1.06,7046.6
36776,9499,Ti 36.95%;  Fe 32.73%;  O 30.32%;  C 0%;,0,1.1,12936.65
36778,9499,Ti 35.75%;  Fe 34.15%;  O 30.1%;  C 0%;,0,1.06,47934.17
36780,9139,Fe 71.44%;  O 26.37%;  Ti 2.19%;  C 0%;,0,1.09,1000.72
36871,9528,Fe 34.09%;  O 32.95%;  Ti 32.95%;  C 0%;,0,1.3,23141.23
36872,9230,Ti 34.38%;  O 31.73%;  Fe 31.54%;  Mn 2.35%;  C 0%;,0.44,1.11,7022.36
36874,9069,Fe 35.09%;  Ti 34.39%;  O 30.53%;  C 0%;,0,1.07,7915.73
36876,9481,Fe 33.99%;  Ti 32.79%;  O 31.04%;  Mn 1.64%;  V 0.55%;  C 0%;,0.13,1.32,24581.71
36877,8536,Fe 58.49%;  O 33.95%;  Al 5%;  Si 2.56%;  C 0%;,2.31,3.7,9318.13
36878,9499,Ti 39.84%;  O 30.19%;  Fe 27.72%;  Mn 2.24%;  C 0%;,0,1.06,117.73
36879,8728,Fe 58.61%;  O 32.55%;  Al 5.48%;  Si 3.36%;  C 0%;,6.95,2.31,19003.3
36880,8996,Fe 54.68%;  O 33.88%;  Al 6.21%;  Si 4.47%;  Ti 0.76%;  C 0%;,0,1.06,69.25
36881,9142,Fe 57.74%;  O 32.88%;  Al 5.88%;  Si 2.6%;  Na 0.9%;  C 0%;,0,1.09,225.08
36882,8771,Fe 52.54%;  O 35.06%;  Al 6.88%;  Si 4.51%;  Ti 1.01%;  C 0%;,0,1.17,6.93
36883,8343,Fe 58.92%;  O 31.81%;  Al 5.95%;  Si 3.32%;  C 0%;,0,1.07,831.05
36884,6514,O 44.33%;  Al 26.02%;  Fe 15.13%;  Si 14.52%;  C 0%;,0,1.14,1322.75
36885,9425,Fe 35.45%;  Ti 33.03%;  O 28.99%;  Mn 2.53%;  C 0%;,0,1.09,7669.88
36886,9390,Ti 34.7%;  Fe 33.8%;  O 31.51%;  C 0%;,0,1.06,27130.26
36887,9673,Ti 36.99%;  Fe 32.07%;  O 28.18%;  Mn 2.77%;  C 0%;,0,1.07,9560.52
36888,9309,Ti 33.86%;  Fe 33.27%;  O 31.58%;  Mn 1.29%;  C 0%;,0,1.1,9439.32
36890,9432,Fe 33.65%;  Ti 33.54%;  O 30.61%;  Mn 2.2%;  C 0%;,0,1.05,5110.95
36893,9098,Fe 34.48%;  Ti 34.06%;  O 28.53%;  Mn 2.93%;  C 0%;,0,1.07,27552.71
36901,9423,Ti 33.8%;  Fe 33.68%;  O 30.07%;  Mn 2.45%;  C 0%;,0,1.06,30326.33
36908,9428,Ti 34.89%;  Fe 34.89%;  O 30.23%;  C 0%;,0.39,1.13,12320.29
36909,9449,Fe 75.52%;  O 24.48%;,0,1.08,5363.72
36928,9747,Fe 71.92%;  O 27.78%;  Ti 0.3%;  C 0%;,0.64,1.14,81158.78
36930,9191,Ti 35.54%; O 34.3%;  Fe 29.81%;  V 0.34%;  C 0%;,0,1.06,24654.43
36932,8131,O 43.02%;  Fe 31.79%;  Al 11.9%;  Si 10.51%;  Sr 2.42%;  Ti 0.35%;  C 0%;,87.35,1.08,3029.86
36933,9304,Ti 36.48%;  O 32.56%;  Fe 28.86%;  Mn 2.1%;  C 0%;,0,1.12,20928.56
36935,9260,Ti 40.92%;  O 32.94%;  Fe 22.11%;  Bi 4.02%;  Al 0.01%;  C 0%;,9.51,1.27,14297.49
36936,8214,Ti 49.48%;  O 41.43%;  Fe 7.95%;  Al 1.14%;  C 0%;,0,1.19,1374.69
36938,8876,Ti 35.13%;  O 32.28%;  Fe 29.52%;  Mn 3.07%;  C 0%;,0,1.05,256.24
36940,9087,Ti 36.32%;  O 33.84%;  Fe 27.24%;  Mn 2.59%;  C 0%;,0,1.12,398.21
36942,9511,Ti 37.33%;  O 34.06%;  Fe 28.61%;  C 0%;,0.44,1.16,18134.16
36944,9642,Fe 72.83%;  O 27.17%;  C 0%;,0,1.08,9286.96
36946,9556,Ti 34.36%;  Fe 34.04%;  O 31.6%;  C 0%;,0,1.06,11714.32
36948,9560,Fe 73.66%;  O 26.34%;  C 0%;,0,1.06,22846.9
36950,9389,Ti 34.28%;  O 32.35%;  Fe 31.74%;  Mn 1.62%;  C 0%;,0,1.06,5675.37
36952,8934,Ti 44.24%;  O 36.76%;  Fe 19%;  C 0%;,0.66,1.18,11471.93
36954,9997,Fe 71.92%;  O 28.08%;  C 0%;,0,2.47,1939.11
36955,7146,Fe 71.75%;  O 22.43%;  Al 4.46%;  Si 1.36%;  C 0%;,0,1.04,124.66
36956,10168,Fe 70.21%;  O 29.33%;  Al 0.46%;  C 0%;,0,1.06,377.43
36957,9371,Fe 73.37%;  O 25.84%;  Al 0.79%;  C 0%;,0,1.08,522.87
36958,9784,Fe 73.04%;  O 26.96%;  C 0%;,0,1.12,373.97
36960,9239,O 38.46%;  Ti 37.94%;  Fe 21.93%;  Al 0.83%;  Mn 0.83%;  C 0%;,0.23,1.1,33927.54
36962,9447,Ti 35.33%;  Fe 33.96%;  O 30.7%;  C 0%;,0,1.11,19308.02
36964,9579,Fe 34.11%;  Ti 32.89%;  O 30.75%;  Mn 2.24%;  C 0%;,0,1.05,3985.57
36966,9387,Ti 34.34%;  O 32.17%;  Fe 29.06%;  Mn 4.43%;  C 0%;,0,1.05,1274.27
36968,9498,Ti 35.13%;  O 33.63%;  Fe 29.14%;  Mn 1.4%;  V 0.7%;  C 0%;,0,1.08,5273.69
36970,9590,Fe 73.11%;  O 26.89%;  C 0%;,0,1.05,28636.53
36972,9498,Fe 37.37%;  Ti 32.14%;  O 28.93%;  Mn 1.56%;  C 0%;,0,1.04,377.43
36974,9123,Ti 35.1%;  Fe 31%;  O 30.3%;  Mn 3.1%;  Al 0.5%;  C 0%;,0,1.13,9993.35
36976,9116,Ti 38.54%;  O 33.53%;  Fe 27.93%;  C 0%;,0.32,1.42,18632.79
36977,8966,Ti 53.72%;  O 36.95%;  Fe 6.31%;  Bi 3.02%;  C 0%;,0,1.26,914.15
36979,8526,Ti 50.26%;  O 38.52%;  Fe 10.26%;  Al 0.95%;  C 0%;,3.64,1.83,1385.08
36980,8850,Ti 41.64%;  O 36.62%;  Fe 21.03%;  Al 0.72%;  C 0%;,0,1.21,540.18
36982,9063,Ti 40.02%;  O 33.44%;  Fe 26.54%;  C 0%;,3.56,1.44,5526.47
37072,9481,Fe 63.32%;  O 30.83%;  Ti 3.13%;  Si 1.46%;  Al 1.25%;  C 0%;,0,1.48,2281.92
37073,8850,O 43.85%;  Fe 29.16%;  Al 14.99%;  Si 12%;  C 0%;,3.11,4.48,138407.61
37074,8612,Fe 48.67%;  O 37.6%;  Al 8.54%;  Si 3.23%;  Ti 1.96%;  C 0%;,0,1.07,211.22
37075,5686,Fe 82.5%;  O 12.2%;  Al 3.69%;  Si 1.61%;  C 0%;,0,1.15,176.6
37076,9385,Fe 56.67%;  O 34.05%;  Al 5.54%;  Si 2.94%;  Ti 0.79%;  C 0%;,0,1.08,31.16
37077,8706,Fe 55.21%;  O 33.13%;  Al 6.5%;  Si 4.17%;  Ti 0.98%;  C 0%;,0,1.05,121.19
37078,8838,O 47.53%;  Al 19.87%;  Si 16.82%;  Fe 15.77%;  C 0%;,0,1.08,446.69
37079,8529,Fe 59.53%;  O 31.74%;  Al 5.86%;  Si 2.88%;  C 0%;,0,1.26,270.09
37080,9314,Fe 60.75%;  O 34.24%;  Al 2.73%;  Ti 1.48%;  Si 0.8%;  C 0%;,0,1.06,429.37
37081,8547,Fe 56.17%;  O 33%;  Al 5.79%;  Si 3.53%;  Ti 1.51%;  C 0%;,0,1.08,31.16
37082,9365,Fe 62.25%;  O 31.6%;  Al 4.35%;  Si 1.8%;  C 0%;,0,1.08,114.27
37083,9211,Fe 63.46%;  O 31.07%;  Al 4.16%;  Si 1.31%;  C 0%;,0,1.44,495.17
37084,8572,Fe 48.84%;  O 35.82%;  Ti 11.24%;  Al 3.57%;  Si 0.53%;  C 0%;,0,1.14,277.02
37085,8596,Fe 56.85%;  O 32.61%;  Al 6.52%;  Si 4.02%;  C 0%;,0,1.1,204.3
37086,8987,Fe 59.01%;  O 31.02%;  Ti 5.38%;  Al 3.7%;  Si 0.9%;  C 0%;,0,1.05,138.51
37087,7864,Fe 43.17%;  O 37.93%;  Al 11.46%;  Si 7.44%;  C 0%;,0,1.32,1392.01
37088,9012,Fe 56.42%;  O 33.72%;  Al 6.04%;  Si 2.55%;  Ti 1.27%;  C 0%;,0,1.04,93.49
37089,8065,Fe 56.78%;  O 33.33%;  Al 7.82%;  Si 2.07%;  C 0%;,0,1.05,232
37090,8955,Fe 59.07%;  O 32.94%;  Al 5.37%;  Si 2.63%;  C 0%;,0,1.34,581.73
37091,8919,Fe 51.23%;  O 33.41%;  Ti 7.96%;  Al 3.81%;  Eu 2.02%;  Si 1.57%;  C 0%;,0,1.08,31.16
37092,8371,Fe 48.75%;  O 38.78%;  Al 8.85%;  Ti 2.24%;  Si 1.37%;  C 0%;,0,1.08,31.16
37093,8502,Fe 54.02%;  O 34.62%;  Al 6.5%;  Si 4.85%;  C 0%;,0,1.08,31.16
37094,9691,Fe 61.99%;  O 33.95%;  Al 2.67%;  Si 1.39%;  C 0%;,0,1.33,512.48
37095,8825,Fe 54.25%;  O 33.14%;  Al 6.37%;  Si 3.77%;  Ti 2.48%;  C 0%;,3.64,2.35,4771.6
37096,8846,Fe 61.43%;  O 30.44%;  Al 5.53%;  Si 2.6%;  C 0%;,0,1.07,79.64
37097,9420,Fe 42%;  O 40.33%;  Ti 13.51%;  Al 2.81%;  Si 1.35%;  C 0%;,0,1.08,31.16
37098,9237,Fe 62.3%;  O 31.96%;  Al 4.33%;  Si 1.41%;  C 0%;,0,1.09,121.19
37099,8254,Fe 43.07%;  O 33.48%;  Ti 20.97%;  Al 2.48%;  C 0%;,0,1.12,135.05
37100,8256,Fe 57.81%;  O 32.78%;  Al 6.2%;  Si 2.03%;  Ti 1.19%;  C 0%;,0,1.09,86.57
37101,6438,Fe 52.8%;  O 25.27%;  Si 16.92%;  Al 2.74%;  Ti 2.26%;  C 0%;,0,1.08,252.78
37102,8882,Fe 42.97%;  O 39.51%;  Al 9.71%;  Si 7.81%;  C 0%;,0,1.06,51.94
37103,8406,Fe 40.61%;  O 33.67%;  Ti 22.07%;  Al 2.39%;  Si 0.68%;  V 0.57%;  C 0%;,5.78,1.41,1073.44
37104,9142,Fe 42.13%;  O 41.24%;  Ti 9.2%;  Al 4.77%;  Si 2.66%;  C 0%;,0,1.07,214.69
37105,9370,Fe 56.66%;  O 34.65%;  Al 5.13%;  Si 2.76%;  Ti 0.79%;  C 0%;,0,1.26,415.52
37106,7563,Fe 63.97%;  O 28.33%;  Al 4.74%;  Ti 2.18%;  Si 0.77%;  C 0%;,0,1.08,31.16
37107,8659,Fe 46.02%;  O 39.04%;  Al 9.27%;  Si 5.67%;  C 0%;,0,1.08,318.57
37108,9379,Ti 33.99%;  Fe 33.11%;  O 32.89%;  C 0%;,0,1.12,64818.29
37109,6870,Fe 56.95%;  O 21.28%;  Ti 18.27%;  Al 2.88%;  Si 0.63%;  C 0%;,0,1.08,360.12
37110,9405,Fe 58.05%;  O 34.6%;  Al 4.71%;  Si 2.64%;  C 0%;,0,1.08,31.16
37111,9143,Fe 55.19%;  O 34.67%;  Al 6.49%;  Si 3.66%;  C 0%;,0,1.31,536.72
37112,8652,Fe 53.42%;  O 33.49%;  Al 8.2%;  Si 4.9%;  C 0%;,4.61,2.13,2936.37
37113,8801,Fe 52.34%;  O 34.41%;  Al 8.13%;  Si 5.12%;  C 0%;,0,1.06,51.94
37114,8716,Fe 38.92%;  O 38.4%;  Ti 18.35%;  Al 3.38%;  Si 0.95%;  C 0%;,0,1.06,190.45
37115,6683,Fe 67.94%;  O 22.99%;  Ti 3.95%;  Al 3.66%;  Si 1.46%;  C 0%;,0,1.54,986.87
37116,8925,Fe 53.95%;  O 35.57%;  Al 6.38%;  Si 4.11%;  C 0%;,0,1.08,31.16
37117,8772,Ti 36.35%;  O 34.06%;  Fe 26.09%;  Mn 3.49%;  C 0%;,0,1.06,3507.72
37119,9030,Ti 38.19%;  O 31.9%;  Fe 26.71%;  Bi 3.2%;  C 0%;,0,1.09,4252.2
37133,9273,Ti 37.83%;  Fe 33.23%;  O 28.94%;  C 0%;,0,1.07,15741.44
37141,9002,Fe 52.77%;  O 36.49%;  Al 5.77%;  Si 4.97%;  C 0%;,0,1.25,367.05
37142,7753,O 41.25%;  Fe 33.54%;  Al 12.61%;  Si 11.26%;  Ti 1.35%;  C 0%;,2.97,2.74,33851.36
37143,9328,Ti 38.8%;  O 34.43%;  Fe 25.14%;  Mn 1.64%;  C 0%;,0,1.12,1842.16
37144,8775,Fe 59.08%;  O 32.92%;  Al 4.17%;  Si 3.83%;  C 0%;,4.75,1.8,6876.92
37145,9343,Fe 72.35%;  O 27.65%;  C 0%;,0,1.06,3244.55
37151,9240,Ti 34%;  Fe 33.7%;  O 31.31%;  Mn 0.99%;  C 0%;,0,1.06,9359.68
37159,9374,Ti 35.42%;  Fe 34.29%;  O 28.85%;  Mn 1.44%;  C 0%;,0,1.06,1651.71
37181,9475,Fe 34.56%;  Ti 32.85%;  O 29.01%;  Mn 3.5%;  V 0.07%;  C 0%;,0.8,1.45,348898.26
37182,9304,Ti 59.46%;  O 40.54%;  C 0%;,0,1.58,2271.53
37183,9510,Ti 61.42%;  O 37.71%;  F 0.87%;  C 0%;,0,1.13,342.81
37184,9689,Ti 59.98%;  O 39.21%;  V 0.81%;,0,1.1,221.61
37186,9309,Fe 65.38%;  O 29.15%;  Ti 5.25%;  Al 0.22%;  C 0%;,0.06,1.08,191435.41
37188,9030,Ti 34.3%;  Fe 32.47%;  O 30.47%;  Mn 2.51%;  V 0.13%;  Nb 0.11%;  C 0%;,0,1.11,5242.53
37190,8717,Ti 36.7%; O 35.17%;  Fe 27.34%;  Mn 0.49%;  V 0.29%;  C 0%;,0,1.05,1509.74
37192,9364,Fe 61.42%;  O 29.72%;  Ti 5.73%;  Ca 1.67%;  P 0.77%;  Mn 0.65%;  V 0.05%;  C 0%;,2.55,1.2,42871.7
37193,9761,Ca 41.35%;  O 36.78%;  P 18.28%;  F 3.59%;  C 0%;,0,1.01,141.97
37195,9098,Ti 40.74%;  O 34.1%;  Fe 24.35%;  Eu 0.59%;  V 0.24%;  C 0%;,0,1.04,1225.8
37197,9431,Ti 34.83%;  Fe 33.12%;  O 31.41%;  Mn 0.64%;  C 0%;,0,1.22,3230.7
37199,9352,Ti 33.65%;  Fe 32.91%;  O 31.13%;  Mn 2.31%;  C 0%;,0,1.09,6284.8
37201,9535,Fe 72.25%;  O 27.75%;  C 0%;,0,1.06,6142.83
37202,8958,Fe 50.39%;  O 36.04%;  Al 7.54%;  Si 5.99%;  Sr 0.03%;  C 0%;,53.25,1.3,21846.18
37203,8702,Fe 64.74%;  O 30.45%;  Si 2.33%;  Al 1.87%;  Ti 0.61%;  C 0%;,0,1.16,148.9
37204,8769,Fe 62.01%;  O 31.05%;  Si 3.49%;  Al 3.45%;  C 0%;,0,1.52,41.55
37205,8931,Fe 63.74%;  O 30.97%;  Al 2.7%;  Si 2.59%;  C 0%;,1.56,2.04,4581.15
37206,8738,Fe 62.06%;  O 31.05%;  Si 3.56%;  Al 3.34%;  C 0%;,0,1.01,121.19
37207,8587,Fe 49.62%;  O 37.16%;  Al 6.93%;  Si 6.28%;  C 0%;,0,1.09,540.18
37208,9256,Fe 64.22%;  O 31.84%;  Si 2.3%;  Al 1.64%;  C 0%;,0,1.07,238.93
37209,8446,Fe 52.51%;  O 34.53%;  Al 6.86%;  Si 6.1%;  C 0%;,0,1.01,90.03
37210,9128,Fe 65.81%;  O 30.35%;  Si 2.21%;  Al 1.63%;  C 0%;,10.19,1.91,14197.07
37211,8038,Fe 60.74%;  O 32.33%;  Al 3.46%;  Si 3.46%;  C 0%;,0,1.1,405.14
37212,8487,O 39.13%;  Fe 36.96%;  Al 12.01%;  Si 9.32%;  Sr 2.59%;  C 0%;,0,1.22,131.58
37213,9138,Fe 61.35%;  O 32.33%;  Al 3.43%;  Si 2.89%;  C 0%;,0,1.32,713.32
37214,8957,Fe 60.87%;  O 31.39%;  Si 3.92%;  Al 3.81%;  C 0%;,0,1,62.33
37216,8237,Ti 52.73%;  O 39.91%;  Fe 7.25%;  V 0.11%;  C 0%;,0.4,3.81,4300.67
37217,9242,Ti 42.57%;  O 32.22%;  Fe 25.12%;  Mn 0.09%;  C 0%;,0.51,1.53,16312.78
37218,9256,Ti 42.86%;  O 32.31%;  Fe 24.83%;  C 0%;,0,0,3.46
37219,9256,Ti 42.86%;  O 32.31%;  Fe 24.83%;  C 0%;,0,0,6.93
37220,9256,Ti 42.86%;  O 32.31%;  Fe 24.83%;  C 0%;,0,1,6.93
37222,9146,Ti 35.11%;  Fe 35.05%;  O 28.97%;  Mn 0.63%;  V 0.24%;  C 0%;,0,1.09,18321.15
37224,9518,Fe 73.07%;  O 26.93%;  C 0%;,0,1.17,58173.37
