Grain ID,Spectrum Counts,Porosity,Roughness,Area µm²,Fe,O,Al,Si,C,Ti,V,Mn,Ce,P,La,Nd,Na,Zr,Bi,Sr,Au,Cl,As,Sn,Mg,Zn,Nb,Sb,U,Y,S,Eu,Pd,Cr,K,Ca,Yb,F,Sc,Cd,Ba,Dy,Pt,Pb,Ta,Th,Pr,Hf,Pm,Cu
688,8619,0.39,1.47,4446.76,54.77,33.3,6.93,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,8548,0,1.04,136.34,57.52,32.19,5.97,4.31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,8215,1.61,1.98,6608.78,46.89,34.22,10.6,8.29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,7994,0,1.08,17.53,64.68,28.23,4.98,2.11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,8492,0,1.16,111.02,56.94,31.74,6.3,4.2,0,,,,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,,,,,,,,
693,8885,0,1.45,1367.33,58.89,32.87,4.82,3.43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,8953,5.81,2.57,13334.43,58.72,31.05,5.62,3.82,0,,,,,,,,,,,,,,,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,
695,8509,2.53,1.92,3955.92,50.42,33.81,9.08,6.69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,8528,0,1.05,72.07,50.69,36.03,7.74,5.54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,8555,0.58,2.84,10755.58,47.56,35.77,9.74,6.92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,8693,0,1.08,17.53,52.04,34.54,8.05,5.37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,8941,0.53,1.93,5529.72,61.2,31.06,4.85,2.89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,8042,0,1.16,303.85,44.43,36.49,10.55,8.53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,8767,0,1.07,33.11,55.35,34.17,6.88,3.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,8868,0,1.71,3227.45,59.42,31.53,5.93,3.12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,8689,0,1.09,208.41,52,34.06,8.34,5.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,8877,0,1.35,138.29,50.18,35.79,8.09,5.95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,8565,0,1.07,23.37,52.92,33.55,7.81,5.72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,8826,0,1.27,1.95,50.93,36.74,7.56,4.77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,8167,0,1.06,40.9,58.12,30.24,7.29,4.35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,8313,0,1.07,23.37,53.2,31.53,7.64,5.91,,,,,,,,,,,,,,,,,,,,,1.72,,,,,,,,,,,,,,,,,,,,,
709,8839,0,1.04,72.07,53.91,35.09,6.27,4.73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,8549,0,1.08,17.53,52.5,34.26,7.43,5.81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,7956,0,1.06,46.75,69.11,27.18,2.79,0.93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,9303,0,1.05,650.55,74.97,25.03,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,3533,4.18,1.97,6341.94,63.14,29.17,3.85,,0,,,,,,,,,,,,,3.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,9548,0,1.07,564.85,71.09,26.9,1.42,0.59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,10328,0,1.07,4559.73,,49.55,0.51,49.94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,8850,0,1.28,317.49,21.3,37.08,0.54,,0,41.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,8298,4.16,2.42,12868.91,25.91,33.44,1.46,,0,38.56,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,9074,2.5,2.49,12806.58,5.97,39.53,,,0,53.84,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,8151,7.19,1.45,301.9,68.7,26.88,2.63,,0,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,9210,5.33,1.92,1246.57,13.11,40.48,0.94,,0,45.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,7891,0,1.08,17.53,65.75,29.45,1.56,,0,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,8890,0,1.07,23.37,14.38,41.03,0.94,,0,43.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,9177,0,1.07,23.37,10.3,38.1,0.78,,0,50.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,9116,2.9,2.98,11373.02,21.04,35.57,1.32,,0,42.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,8695,0,1.06,35.06,59.26,30.62,1.85,,0,8.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,8471,0,1.07,23.37,42.87,32.61,1.6,,0,22.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,9300,0,1.4,522,9.48,38.42,,,0,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,9472,0,1.07,23.37,7.56,37.04,,,0,54.77,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,9116,0,1.2,111.02,18.64,37.37,1.15,,0,42.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,9417,0,1.12,112.97,6.47,39.13,,,0,53.59,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,8717,0,1.14,173.35,66.01,29.94,2.94,,0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,8070,0,1.07,87.65,44.66,26.18,2.3,,0,26.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,9008,0,1.06,29.22,22.73,38.64,1.38,,0,37.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,9157,0,1.07,87.65,22.41,36.92,1.52,,0,38.34,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,8320,0,1.21,196.72,40.38,34.49,2.1,0.63,0,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,9207,0,1.06,46.75,25.97,38.95,0.78,,0,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,9315,0,1.12,37.01,2.94,35.92,,,0,61.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,8117,0,1.16,1116.07,69.92,27.57,2.51,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,9084,0,1.64,461.62,13.63,42.82,1.01,,0,42.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,9180,0,1.04,62.33,13.44,39.13,,,0,47.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,8696,0,1.17,233.73,32.78,33.71,1.46,,0,32.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,9359,0,1.06,29.22,5.28,41.42,0.75,,0,52.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,9161,0,1.08,31.16,9.28,40.87,0.71,,0,49.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,9205,4.13,1.74,814.17,9.98,40.7,,,0,49.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,9230,0,1.06,29.22,5.14,37.09,0.79,,0,56.48,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,8235,0,1.05,35.06,60.38,31.08,3.11,,0,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,8712,0,1.06,64.28,28.14,39.44,1.36,,0,31.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,9948,0,1.08,119000.9,74.04,25.26,0.7,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,9603,0,1.09,16265.82,73.38,26.62,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,9362,4.31,1.15,8872.09,67.02,29.04,3.11,0.24,0,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
844,9865,0.17,1.14,111895.44,75.38,24.55,0.07,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,9507,0.27,1.29,44547.43,65.8,29.53,2.72,,0,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,9392,0.41,1.27,67279.84,74.94,25.06,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,6796,0,1.1,590.17,26.51,38.9,19.25,14.67,0,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,
851,9538,0,1.11,30513.75,73.63,26.37,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,8503,8.4,1.4,2738.56,44.7,37.92,8.85,6.99,0,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,9706,0,1.17,92744.97,72.04,27.27,0.69,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,8143,0,1.17,1636.13,40.95,37.65,11.98,9.41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,9639,0,1.1,22144.19,72.45,27.55,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,9623,0.1,1.1,34750.15,69.82,27.34,2.25,0.59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,9574,0.74,1.21,29228.22,71.71,28.29,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,9256,0,1.07,2088.01,72.62,26.71,0.67,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,7402,0.94,1.4,27290.19,78.74,18.81,2.45,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,8464,1.34,1.23,10007.64,69.49,27.84,2.67,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,7135,2.6,1.44,63884.88,70.37,24.6,3.29,1.54,0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,8456,0,1.23,227.89,70.03,26.33,2.95,0.68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,7968,0,1.06,344.76,68.93,26.7,3.96,0.41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,7669,0,1,66.22,71.22,25.37,2.84,0.57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,9202,0,1.22,190.88,65.93,30.33,2.81,0.94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,8537,11.68,1.16,471.36,70.45,25.57,3.02,0.97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,7235,0,1.1,231.78,70.43,23.7,3.97,0.72,0,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,8558,0,1.02,188.93,69.32,25.48,3.15,0.96,0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,7465,0,1.07,138.29,68.88,26.79,3.19,1.15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,7740,0,1.04,111.02,71.74,24.94,2.46,0.86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,7772,0,1.23,128.55,68.07,27.46,2.21,0.79,0,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,7080,0,1.38,64.28,70.88,25.53,2.38,1.19,0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,8274,0,1.3,216.2,69.71,25.74,3.22,0.8,0,,,,,,,,,,,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,7649,0,1.4,23.37,65.78,27.65,4.55,2.02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,8983,1.21,2.11,76477.2,67.25,28.89,3.81,0.05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,3726,1.72,2.65,1003.1,95.68,1.28,,1.52,,,,,,,,,,,,,,,,,,,,,,1.52,,,,,,,,,,,,,,,,,,,,
947,9498,0.27,1.81,6497.76,65.57,30.11,3.68,0.64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,7670,0,2.08,1532.89,33.17,40.48,14.37,11.98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,9462,0,1.06,2625.59,73.41,26.59,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,8855,0.72,2.34,5295.98,59.2,35.9,1.56,3.34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,9704,0,1.23,7582.66,73.83,25.62,0.56,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,9622,0,1.44,10475.1,73.98,25.45,,0.57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,10498,0,1.1,301.9,,48.18,,40.51,0,,,,,,,,,,,11.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,10628,0,1.25,599.91,1.65,48.76,,49.59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,8154,0,1.07,46.75,46.26,39.95,6.89,6.89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,9254,2.24,1.36,10802.33,64.64,30.47,2.63,1.08,0,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,9732,0.54,1.54,53842.18,70.41,28.16,1.43,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,6325,0,1.77,876.5,76.28,22.83,0.9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,6345,0,1.05,163.61,87.01,12.99,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,6524,0,1.06,149.98,34.4,49.92,7.08,0.84,0,,,,,,,,3.04,,,,,2.87,,,,,,,,,1.85,,,,,,,,,,,,,,,,,,,
966,9706,0,1.07,23916.66,71.96,28.04,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,8391,2.23,1.56,17884.42,39.27,37.95,12.21,9.57,0,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,8920,0,1.06,175.3,59.85,32.27,5.01,2.88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,8827,0,1.05,79.86,57.44,33.1,5.42,4.04,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,9692,1.78,1.24,13575.95,73,26.11,0.89,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,8847,0.45,1.14,7814.45,68.49,27.3,3.62,0.58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,9649,0,1.12,34173.61,65.75,28.56,0.95,,0,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,9687,0,1.09,3276.15,73.01,25.92,1.07,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,9722,0,1.08,6869.78,72.84,26.26,0.9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,9444,0,1.09,163.61,73.84,25.61,0.55,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,9611,1.46,1.25,51672.36,68.71,29.37,1.02,0.91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,8464,0.82,1.18,2125.02,74.88,21.66,2.85,0.62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,8454,6,2.37,7210.64,49.26,36.06,9.22,5.46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,5205,4.05,3.15,4818.78,47.58,26.69,13.73,11.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,6982,1.03,1.28,1682.87,37.13,33.53,15.09,11.98,0,,,,,,,,,,,,,,,,,,,,,,,2.28,,,,,,,,,,,,,,,,,,
1096,8960,0,1.06,658.35,30.83,30.83,0.74,,0,37.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,9259,0.08,1.13,38538.56,67.89,27.3,3.44,0.78,0,,,,,,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,9426,0,1.09,37412.75,74.31,25.69,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,9870,0,1.13,8122.2,72.21,27.12,0.67,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,9821,0.91,1.37,9773.91,72.59,26.77,0.63,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,6845,0,1.1,660.29,9.35,44.6,24.32,21.73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,9310,0,1.08,6117.94,29.36,32.57,0.7,,0,37.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,9331,0,1.35,7093.77,39.65,28.04,13.36,,0,0.77,,,,,,,4.82,,,,,,,,,13.36,,,,,,,,,,,,,,,,,,,,,,,,
1119,7447,6.26,1.69,1897.13,55.3,28.22,10.34,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,9172,0,1.36,19575.08,57.62,31.79,5.41,2.98,0,1.21,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,7676,0,1.2,559.01,33.65,38.47,15.18,11.18,0,,,,,,,,,,,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,6554,0,1.17,728.47,23.99,40.21,19.3,16.49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,10069,21.98,1.63,553.17,68.83,28.41,1.98,0.77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,9768,0,1.34,12200.83,72.71,26.43,0.86,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,8317,5.15,1.27,537.58,19.24,44.83,18.91,16.24,,,,,,,,,,,,,,,,,,,,,,,,,0.78,,,,,,,,,,,,,,,,,
1127,9821,0.55,1.18,17372.15,72.14,27.22,0.64,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,6261,1.85,2.22,10373.82,68.25,24.87,4.76,2.12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,9140,0,1.06,3243.04,23.75,35.11,,,0,41.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,6772,19.42,2.43,3546.89,44.46,35.65,10.94,8.95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,6375,1.09,1.27,4059.15,64.2,27.83,5.36,2.61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,8795,23.37,1.93,1488.1,53.75,37.5,6.93,1.82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,9832,0.82,1.29,12716.98,71.23,28.12,0.65,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,9608,0,1.1,9117.51,71.48,27.54,0.98,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,7701,2.68,1.61,21840.33,46.55,37.03,9.63,6.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,9826,0,1.15,28419.9,70.05,28.09,0.77,,0,,,,,,,,0.44,,,,,,,,,,,,,,,,,0.66,,,,,,,,,,,,,,,,
1141,8568,4.4,1.35,1525.1,52.77,34.71,7.08,5.43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,6870,0,1.07,23.37,60.05,26.42,7.99,5.54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,7869,5.64,2.86,13176.66,32.94,41.29,13.53,12.24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,8296,0,1.07,200.62,2.87,51.86,24.19,21.08,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,8865,0,1.04,52.59,63.06,30.44,3.42,3.08,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,8520,0,1.08,17.53,61.02,29.76,5.23,3.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,9436,0,1.09,163.61,66.94,29.6,1.97,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,9254,0,1.06,29.22,55.62,33.49,5.45,4.4,0,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,8088,0,1.13,179.19,66.38,28.04,3.35,2.23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,9250,0,1.1,223.99,53.74,35.94,5.78,4.54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,9665,0,1.12,38628.16,73.26,26.74,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,7896,2.05,1.24,1678.98,22.09,39.68,2.55,0.85,0,34.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,9391,1.8,1.29,6994.44,29.32,30.47,0.8,,0,38.83,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,
1200,9898,0.85,1.29,29146.42,72.35,26.72,0.93,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,9467,0,1.08,16682.64,73.78,25.03,1.19,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,9494,1.84,1.33,9951.15,32.81,29.75,0.59,,0,33.3,,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,8107,0,1.16,183.09,61.17,29.74,5.39,3.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,7905,6.29,3.18,8965.58,58.8,29.79,6.42,4.98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,8014,0,1.15,77.91,61.53,29.72,5.55,3.21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,7980,14.37,2.37,2218.51,58.5,32,5.86,3.63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,8076,0,1.07,23.37,61.68,30.39,5.14,2.79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,8290,0,1.17,155.82,60.44,31.37,4.73,2.54,0,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,8075,0,1.09,70.12,62.24,30.65,4.66,2.45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,9393,0,1.04,122.71,27.21,37.24,,,0,35.07,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,7795,0,1.06,114.92,76.3,19.75,1.6,1.23,0,,,,,,,,,,,,,,,,,,,1.11,,,,,,,,,,,,,,,,,,,,,,
1218,9679,0,1.09,21178.09,72.58,26.85,0.57,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,7880,3.54,1.33,636.92,36.62,38.62,13.97,9.86,0,,,,,,,,,,,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,9178,0,1.11,10317.33,69.51,28.19,2.3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,8998,0,1.54,12140.44,22.35,35.03,,,0,40.02,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,9178,4.47,3.33,6501.65,28.07,38.46,1.6,0.6,0,31.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,9166,0,1.06,40.9,21.39,36.43,,,0,42.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,9061,0,1.06,29.22,35.75,29.86,,,0,34.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,9239,5.7,2.98,19627.67,34.6,40.97,2.16,0.62,0,21.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,9143,0,1.06,44.8,31.3,39.36,2.38,0.83,0,26.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,9166,0,1.08,17.53,8.19,39.66,,,0,51.4,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,9178,1.42,1.39,16047.67,30.59,29.12,,,0,36.18,,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
