Grain ID,Spectrum Counts,Porosity,Roughness,Area µm²,Fe,O,Al,Si,C,Ti,V,Mn,Ce,P,La,Nd,Na,Zr,Bi,Sr,Au,Cl,As,Sn,Mg,Zn,Nb,Sb,U,Y,S,Eu,Pd,Cr,K,Ca,Yb,F,Sc,Cd,Ba,Dy,Pt,Pb,Ta,Th,Pr,Hf,Pm,Cu
31365,9240,0,1.06,15132,33.26,29.86,,,0,35.56,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31367,9245,0.5,1.09,25572.04,31.31,30.59,,,0,34.86,0.03,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31369,8974,0,1.11,22524.87,35.54,28.6,,,0,35.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31371,8722,0,1.05,7964.21,31.95,30.38,,,0,36.87,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31373,7061,0,1.25,1035.35,17.97,33.53,,,0,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31374,8614,1.82,1.12,24647.5,21.61,35.44,,,0,38.31,0.29,3.86,,,,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31375,7061,0,1,13.85,17.97,33.53,,,0,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31376,7061,0,1.05,162.75,17.97,33.53,,,0,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31377,7061,0,1,27.7,17.97,33.53,,,0,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31378,7061,0,1.16,225.08,17.97,33.53,,,0,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31379,7061,0,1.1,308.18,17.97,33.53,,,0,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31380,7061,0,0,6.93,17.97,33.53,,,0,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31381,7061,0,0,6.93,17.97,33.53,,,0,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31382,7061,0,1,13.85,17.97,33.53,,,0,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31383,7061,0,1.05,17.31,17.97,33.53,,,0,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31384,7061,0,0.5,10.39,17.97,33.53,,,0,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31386,9178,0.69,1.08,5993.93,32.47,29.31,,,0,33.77,,4.24,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31388,7817,0,1.74,1409.32,25.56,44.88,15.67,13.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31389,9067,0.22,1.14,14138.21,29.53,29.68,,,0,37.19,0.48,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31390,7817,0,1.06,31.16,25.56,44.88,15.67,13.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31391,7817,0,0,3.46,25.56,44.88,15.67,13.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31392,7817,0,0,3.46,25.56,44.88,15.67,13.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31393,7817,0,0,3.46,25.56,44.88,15.67,13.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31394,7817,0,1,6.93,25.56,44.88,15.67,13.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31396,9305,0,1.3,7953.82,35.02,31.14,,,0,33.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31398,9275,0.79,1.13,6506.41,32.55,31.99,,,0,32.89,,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31400,9025,0,1.08,12375.69,25.21,34.9,,,0,39.06,,,,,,,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31402,9626,0.22,1.39,27729.31,71.81,28.19,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31404,9839,0,1.06,93634.89,73.29,26.71,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31406,9736,0,1.06,495.17,71.64,28.36,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31408,9353,0,1.09,11555.03,36.9,28.7,,,0,33,0.6,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31410,8400,2.08,3,8158.12,9.6,38.31,,,0,52.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31411,9285,4.3,2.04,8933.77,26.58,31.6,,,0,38.55,,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31412,9053,2.7,1.37,2371.95,27.89,32.86,,,0,36.86,,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31414,9163,0,1.09,6444.09,26.66,32.87,,,0,36.62,,3.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31416,9587,0,1.05,63817.57,73.14,26.86,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31418,9477,0.77,1.41,143255.39,36.66,31.2,,,0,32.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31419,7904,0,1.17,609.44,6.54,46.92,16.1,15.09,0,2.01,,,,,,,,13.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31420,6924,0,1.07,550.57,7.13,47.6,22.64,20.78,0,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31422,8880,0,1.09,8078.48,25.37,34.95,,,0,39.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31424,9235,0,1.22,1689.8,33.99,30.91,,,0,35.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31426,8853,2.22,3.25,4622.71,5.9,42.04,,,0,52.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31427,9261,5.11,2.02,5716.92,24.54,33.15,,,0,39.29,,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31428,8912,0,1.37,3234.16,22.01,36.03,,,0,40.23,,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31430,9339,0,1.08,623.29,36.05,31.1,,,0,32.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31432,9506,0,1.13,79825.64,73.78,25.74,0.48,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31434,9300,0,1.06,9532.81,36.7,30.86,,,0,29.08,,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31436,9135,0,1.05,554.03,31.02,32.12,,,0,36.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31438,8032,0.8,2.73,4065.21,4.2,37.89,,,0,57.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31439,8900,0,2.09,8234.3,28.66,30.79,,,0,38.82,,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31440,7766,0,1.22,1409.32,4.9,41.92,,,0,53.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31442,9667,0,1.06,18338.46,73.77,26.23,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31444,8827,0.81,1.16,9785.59,26.14,31.38,,,0,40.36,0.61,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31446,8965,0,1.06,304.72,26.63,34.9,,,0,38.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31448,9112,0,1.05,242.39,37.61,29.22,,,0,31.24,,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31545,9362,0,1.08,14418.69,34.36,30.81,,,0,34.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31554,9321,0.64,1.14,9615.92,33.56,34.82,,,0,31.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31555,9206,0,1.06,14377.13,73.31,26.69,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31557,8617,1.14,1.23,9325.05,26.99,33.36,,,0,36.51,,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31559,9182,0,1.08,8975.32,31.29,30.96,,,0,33.04,,3.83,,,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31565,8356,1.03,1.19,10270.37,48.19,40.96,6.75,4.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31577,9050,0,1.13,11603.51,34.66,28.09,,,0,34.34,,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31602,9128,0,1.09,134609.03,37.92,30.22,,,0,31.62,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,
31604,9215,0,2.11,2278.46,4.04,40.6,,,0,55.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31605,9323,2.73,1.63,159426.2,71.98,27.11,,,0,0.45,,0.04,,,,,,,0.43,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
31606,8863,5.32,1.55,2094.93,4.18,42.27,,,0,53.18,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31607,9148,0,1.12,117.73,30.27,30.21,,,0,36.15,,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31608,9195,0,1.11,128.12,5.11,41.27,,,0,53.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31609,9195,0,1.44,24.24,5.11,41.27,,,0,53.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31610,9195,0,1.01,145.43,5.11,41.27,,,0,53.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31611,9195,0,1.07,38.09,5.11,41.27,,,0,53.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31612,6793,0,2.24,2825.56,59.51,27.94,7.24,5.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31613,7871,4.72,1.05,768.72,3.25,50.14,23.85,22.76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31614,9310,0,0,3.46,71.4,28.6,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31615,6098,4.71,1.34,3712.02,26.76,39.25,19.3,14.68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31617,6950,75.82,1.19,4920.5,33.21,38.95,14.11,12.11,0,,,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31618,9428,0.43,1.6,15159.7,25.08,33.93,,,0,36.25,,4.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31619,7186,0,1.5,31.16,37.43,37.04,13.76,11.77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31620,7186,0,1.06,779.11,37.43,37.04,13.76,11.77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31621,7186,0,1.04,10.39,37.43,37.04,13.76,11.77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31623,9166,0.16,1.37,94088.5,22.3,34.66,,,0,37.89,0.26,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31625,9232,0,1.07,22234,32.22,30.79,,,0,34.4,,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31627,9334,0,1.06,9934.49,33.86,34.54,,,0,31.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31629,9605,0,1.1,1845.62,32.36,30.14,,,0,36.8,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31631,9424,0,1.08,540.18,72.47,27.53,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31633,8548,0,1.08,1443.95,52.02,38.53,5.71,3.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31635,9440,0.73,1.83,152438.47,69.09,28.3,2.12,0.48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31636,9671,0.03,1.27,11073.72,68.45,28.16,2.79,0.61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31637,9372,0,1.21,1114.99,2.09,42.73,,,0,55.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31638,9672,1.57,1.16,33761.33,70.98,27.07,1.95,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31639,9356,0,1.08,844.9,2.14,38.7,,,0,59.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31640,5971,0,1.51,959.17,26.76,39.68,17.71,12.38,0,,,,,,,,,,,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31642,8964,0,1.07,959.17,73.29,26.42,,,0,,,,,,,,,,,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,
31644,9172,0,1.1,8809.11,34.2,26.1,,,0,37.8,0.69,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31646,8966,0,1.07,10592.4,36.04,28.67,,,0,35.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31648,9094,0,1.11,12846.62,33.14,30.67,,,0,35.57,,0.17,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31650,9051,0,1.07,27355.34,31.39,28.97,,,0,35.07,,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31652,9162,0,1.05,132053.55,71.39,27.97,,,0,,,,,,,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31654,9102,0,1.07,4387.24,35.59,29.71,,,0,33.01,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31656,9038,0,1.06,114812.77,29.47,32.35,,,0,38.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31658,9360,0,1.09,37265.58,32.91,29.99,,,0,37.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31660,7617,0,1.06,1589.38,43.27,34.74,11.54,9.25,0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31662,9250,0,1.05,851.82,33.16,30.96,,,0,35.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31664,9153,0,1.1,4844.32,28.82,33.16,,,0,36.4,1.01,,,,,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31666,9530,0,1.79,5024.38,64.13,28.16,,,0,7.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31667,6060,0,1.31,1229.26,47.26,25.51,0.94,,0,26.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31669,9185,0.15,1.21,42085.66,21.73,35.99,,,0,42.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31671,8802,0,1.08,12129.84,25.63,35.29,,,0,37.29,,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31673,8429,0.26,2.58,8487.08,16.7,37.82,,,0,43.42,,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31674,9421,0,1.55,14737.25,32.16,28.54,,,0,35.08,,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31675,9454,0,1.22,418.99,,36.66,,,,63.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31676,9352,0,1.05,145.43,30.9,30.81,,,0,33.78,,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31677,9131,0,1.23,495.17,17.82,38.8,,,,43.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31679,9027,0.24,1.12,13227.52,22.59,36.55,,,0,40.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31681,9256,0,1.07,9422.01,34.57,30.63,,,0,33.04,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31683,9367,0,1.13,3538.88,31.61,30.82,,,0,36.9,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31685,9453,0,1.12,5716.92,70.13,27.72,1.08,,0,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31687,9317,0.14,1.09,22542.18,37.34,29.61,,,0,33.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31689,9346,0,1.07,6856.15,32.14,32.26,,,0,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31691,8883,1.61,1.28,9740.58,22.95,33.58,0.74,,0,42.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31693,9120,0,1.07,5110.95,36.93,29.66,,,0,33.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31695,8713,5.23,1.93,3888.61,23.4,43.66,1.52,0.54,0,30.23,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31696,9293,3.09,2,13258.68,72.15,27.85,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31697,9310,3.75,2.08,24425.89,72.5,27.5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31698,8700,0,1.05,76.18,59.72,35.48,1.87,0.59,0,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31699,8816,0,1.06,48.48,72.81,27.19,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31701,8739,4.2,2.75,7316.69,49.44,40.22,6.11,4.22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31702,7312,3.32,1.67,17458.94,15.11,35.57,,,0,46.59,,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31704,8007,0,1.99,2049.92,3.47,40.9,1.58,,0,54.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31705,9213,0,1.23,5124.8,38.44,29.96,,,0,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31706,9385,0,1.24,3563.12,51.22,32.11,,,0,16.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31708,7544,0,1.23,571.35,80.85,11.91,3.12,2.84,0,,,,,,,,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31710,9214,0.21,1.3,22704.93,34.21,29.29,,,0,34.62,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31711,9262,0,1.4,8590.96,33.95,30.34,,,0,33.76,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31712,9327,0,1.34,1346.99,31.49,30.03,,,0,36.44,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31713,7859,0,1.29,1298.51,8.74,32.21,,,0,58.42,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31714,9364,0,1.29,10730.91,34.9,29.72,,,0,33.08,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31716,9216,0,1.06,4047.9,34.33,29.5,,,0,33.81,,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31718,9665,0,1.05,8933.77,72,27.16,,,0,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31720,9518,0.32,1.24,15301.67,35,29.5,,,0,33.8,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31721,9249,0,1.21,14404.83,37.45,29.39,,,0,33.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31722,8607,0,1.46,2292.31,4.49,41.03,,,0,54.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31839,9622,1.32,1.22,4920.5,73.76,26.24,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31840,9551,0.72,1.23,46064.31,71.76,28.24,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31855,8794,1.53,1.18,6236.32,20.71,33.37,,,0,45.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31856,8457,1.91,2.1,7995.38,38.74,40.17,11.26,9.83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31857,9391,2.26,1.77,29966.21,69.79,28.72,0.96,0.53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31858,8274,2.12,1.68,2721.68,55.12,32.21,7.79,4.88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31859,9396,0,1.18,32158.1,31.97,32.64,,,0,34.18,,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31860,9299,0,1.05,308.18,2.03,38.24,,,0,59.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31876,8527,1.77,2.1,4428.79,3.55,42.69,,,0,53.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31877,9014,0.44,1.89,37542.6,32.42,32.73,,,0,34.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31911,9361,0.2,1.1,75860.85,37.11,31.47,,,0,29.78,0.01,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31913,9487,0.68,1.47,111488.57,71.88,27.3,,,0,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31914,8900,28.98,3.02,11406.14,48.5,33.06,2.26,2.06,0,13.57,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31915,7218,0,1.2,384.36,49.3,30.47,11.52,8.71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31916,7810,0,1.05,1101.14,4.57,48.68,24.28,21.33,0,,,,,,,,,,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31917,9313,0,1.15,159.28,45.02,29.94,,,0,23.49,,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31918,9879,0,0,6.93,72.67,27.33,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31919,9665,0,1.3,1346.99,71.73,28.27,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31920,8861,0,1.21,889.91,23.08,36.33,,,0,39.63,,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31921,9131,0,1.06,765.26,66.19,29.66,1.19,1.07,0,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31922,8500,0,1.21,169.67,68.73,26.32,2.59,2.36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31923,7677,0,1.5,31.16,58.22,30.18,6.23,5.37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31924,9277,0,1.23,1720.96,67.79,28.41,0.67,0.78,0,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31925,7986,0,1.2,76.18,62.94,28.39,5.25,3.42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31927,8964,5.07,1.29,9342.37,16.33,35.71,,,0,45.42,,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31929,8691,0.21,1.1,58741.25,29.18,33.07,,,0,37.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31931,9132,0,1.08,2739,33.97,30.65,,,0,35.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31933,9214,0,1.06,35361.1,26.99,34.28,,,0,38.67,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31935,9293,0,1.08,10426.19,32.9,31.24,,,0,35.25,,,,,,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31937,9338,0,1.13,4968.98,33.19,31.22,,,0,33.61,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31939,9112,0,1.09,66670.84,29.03,33.37,,,0,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31941,9588,0,1.09,39194.31,72.67,27.33,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31943,9425,0,1.08,21129.4,32.42,31.46,,,0,36.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31945,9060,0,1.08,9442.78,25.87,33.66,,,0,38.74,0.65,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31947,8211,0,3.14,2856.73,16.24,38.01,,,0,45.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31948,8611,0,1.47,13314.08,16.87,37.78,,,0,45.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31949,8921,0,1.08,1464.72,25,35.61,,,0,39.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31951,9569,0,1.06,6270.95,35.46,29.94,,,0,32.91,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31953,9039,0,1.13,3864.37,15.17,37.77,,,0,46.51,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31955,9318,0,1.35,10987.15,36.05,35.49,,,0,28.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31957,9335,0,1.06,1236.18,31.35,32.43,,,0,34.49,,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31959,7544,6.15,1.28,581.73,17.65,46.52,16.75,14.05,0,2.58,,,,,,,,,,,,,,,,,,,,,,,,,2.45,,,,,,,,,,,,,,,
